business_id,date,ViolationTypeID,risk_category,description,business_name,business_address,business_city,business_state,inspection_id,inspection_date,inspection_type
5952,20160919,103157,Low Risk,Food safety certificate or food handler card not available,IMMACULATE CONCPTION ACADEMY,3625 24th St,San Francisco,CA,5952_20181019,2018-10-19,Routine - Unscheduled
5258,20141205,103143,Low Risk,Inadequate warewashing facilities or equipment,IBERIA CATERING,2850 ALEMANY Blvd,San Francisco,CA,5258_20180503,2018-05-03,Routine - Unscheduled
63256,20141103,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,Viva Goa Indian Cuisine,2420 LOMBARD St,San Francisco,CA,63256_20170407,2017-04-07,Routine - Unscheduled
7467,20150730,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,RUSSELL'S CONVENIENCE #621,199 FREMONT St,San Francisco,CA,7467_20170118,2017-01-18,Routine - Unscheduled
1565,20160826,103109,High Risk,Unclean or unsanitary food contact surfaces,Uncle Vito's Pizza,700 Bush St,San Francisco,CA,1565_20170307,2017-03-07,Routine - Unscheduled
3300,20140312,103139,Low Risk,Improper food storage,"Broadmoor, The",1499 SUTTER St,San Francisco,CA,3300_20190225,2019-02-25,Routine - Unscheduled
2799,20141014,103156,Low Risk,Permit license or inspection report not posted,Starbucks Coffee,780 Market St,San Francisco,CA,2799_20180403,2018-04-03,Routine - Unscheduled
59002,20150122,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Yummy Bakery & Restaurant,607 Jackson St,San Francisco,CA,59002_20170814,2017-08-14,Routine - Unscheduled
826,20140605,103139,Low Risk,Improper food storage,ANGELINA'S DELI-CAFE & CATERING,6000 CALIFORNIA St,San Francisco,CA,826_20170724,2017-07-24,Routine - Unscheduled
62560,20141105,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Tasty Coffee,1818 San Jose Avenue,San Francisco,CA,62560_20171116,2017-11-16,Routine - Unscheduled
4922,20151109,103144,Low Risk,Unapproved or unmaintained equipment or utensils,EL FARO,2399 FOLSOM St,San Francisco,CA,4922_20170630,2017-06-30,Routine - Unscheduled
1954,20140714,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,T C PASTRY,2222 IRVING St,San Francisco,CA,1954_20190712,2019-07-12,Routine - Unscheduled
32887,20160111,103129,Moderate Risk,Insufficient hot water or running water,Mission Beach Cafe,198 GUERRERO St,San Francisco,CA,32887_20170706,2017-07-06,Routine - Unscheduled
37717,20150206,103145,Low Risk,Improper storage of equipment utensils or linens,SF Wraps,255 Kearny st.,San Francisco,CA,37717_20170508,2017-05-08,Routine - Unscheduled
239,20140507,103133,Moderate Risk,Foods not protected from contamination,Just Wonton,1241 Vicente St,San Francisco,CA,239_20171207,2017-12-07,Routine - Unscheduled
3538,20150107,103120,Moderate Risk,Moderate risk food holding temperature,Palio D'Asti,640 Sacramento St,San Francisco,CA,3538_20190423,2019-04-23,Routine - Unscheduled
4801,20141121,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,YICK'S LIQUOR,4701 MISSION St,San Francisco,CA,4801_20171030,2017-10-30,Routine - Unscheduled
935,20160919,103131,Moderate Risk,Moderate risk vermin infestation,PEKING WOK RESTAURANT,4920 03rd St,San Francisco,CA,935_20181114,2018-11-14,Routine - Unscheduled
1125,20140606,103103,High Risk,High risk food holding temperature,"Peet's Coffee & Tea, Inc",022 Battery St,San Francisco,CA,1125_20181015,2018-10-15,Routine - Unscheduled
2593,20140611,103154,Low Risk,Unclean or degraded floors walls or ceilings,BELLA TRATTORIA,3854 GEARY Blvd,San Francisco,CA,2593_20181115,2018-11-15,Routine - Unscheduled
24431,20150828,103154,Low Risk,Unclean or degraded floors walls or ceilings,Peet's Coffee & Tea,692 Mission St,San Francisco,CA,24431_20171213,2017-12-13,Routine - Unscheduled
38179,20140219,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Hillstone Restaurant,1800 Montgomery St,San Francisco,CA,38179_20171002,2017-10-02,Routine - Unscheduled
4636,20160405,103154,Low Risk,Unclean or degraded floors walls or ceilings,STARBUCKS COFFEE,3251 20th Ave,San Francisco,CA,4636_20180703,2018-07-03,Routine - Unscheduled
2622,20140916,103154,Low Risk,Unclean or degraded floors walls or ceilings,WING HING RESTAURANT,2550 SAN BRUNO Ave,San Francisco,CA,2622_20170308,2017-03-08,Routine - Unscheduled
7729,20150610,103129,Moderate Risk,Insufficient hot water or running water,S & P Concessions - Del Norte Ferry,Ferry Plaza - Pier 1,San Francisco,CA,7729_20190808,2019-08-08,Routine - Unscheduled
33999,20160112,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,DUK HING CHINESE DELI & MEAT INC.,1151 Stockton St,San Francisco,CA,33999_20171115,2017-11-15,Routine - Unscheduled
58610,20160901,103120,Moderate Risk,Moderate risk food holding temperature,Events Management @ de Young Museum,50 So Tea Garden Dr,San Francisco,CA,58610_20180424,2018-04-24,Routine - Unscheduled
33935,20160729,103142,Low Risk,Unclean nonfood contact surfaces,Avedano's,235 Cortland Ave.,San Francisco,CA,33935_20180509,2018-05-09,Routine - Unscheduled
32654,20140611,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Double Play Bar & Grill,2401 16th St,San Francisco,CA,32654_20180529,2018-05-29,Routine - Unscheduled
3070,20150623,103142,Low Risk,Unclean nonfood contact surfaces,FLOWER MARKET CAFE,698 BRANNAN St,San Francisco,CA,3070_20180419,2018-04-19,Routine - Unscheduled
3485,20140617,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,THE BEACH CHALET BREWERY & REST.,1000 GREAT HIGHWAY,San Francisco,CA,3485_20180410,2018-04-10,Routine - Unscheduled
34434,20160222,103145,Low Risk,Improper storage of equipment utensils or linens,Fang's,660 Howard St,San Francisco,CA,34434_20170125,2017-01-25,Routine - Unscheduled
1791,20141110,103161,Low Risk,Low risk vermin infestation,GARDEN HOUSE CAFE,3117 CLEMENT St,San Francisco,CA,1791_20181207,2018-12-07,Routine - Unscheduled
37389,20150915,103133,Moderate Risk,Foods not protected from contamination,China House Jumbo Seafood Restaurant,2237 Powell Street,San Francisco,CA,37389_20180207,2018-02-07,Routine - Unscheduled
6864,20141016,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Green & Polk Produce,2222 Polk St,San Francisco,CA,6864_20161021,2016-10-21,Routine - Unscheduled
5823,20141024,103120,Moderate Risk,Moderate risk food holding temperature,WEBSTER ELEMENTARY SCHOOL,465 MISSOURI St,San Francisco,CA,5823_20180202,2018-02-02,Routine - Unscheduled
7711,20141103,103144,Low Risk,Unapproved or unmaintained equipment or utensils,RICHMOND NEW MAY WAH SUPERMARKET,719 CLEMENT St,San Francisco,CA,7711_20190129,2019-01-29,Routine - Unscheduled
32702,20160921,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Cafe La Vie,514 Octavia St,San Francisco,CA,32702_20170719,2017-07-19,Routine - Unscheduled
6620,20160801,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,New Ocean Seafood & Produce,838 Jackson St,San Francisco,CA,6620_20190320,2019-03-20,Routine - Unscheduled
39396,20160927,103142,Low Risk,Unclean nonfood contact surfaces,New Regent Cafe,638 Pacific Ave,San Francisco,CA,39396_20171206,2017-12-06,Routine - Unscheduled
442,20141022,103147,Low Risk,Inadequate ventilation or lighting,My Canh Restaurant,626 Broadway St,San Francisco,CA,442_20170411,2017-04-11,Routine - Unscheduled
21909,20141113,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,Slider Diner,1202 Sutter St,San Francisco,CA,21909_20180517,2018-05-17,Routine - Unscheduled
64007,20150327,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Oakes Children's Center,1550 Treat Ave.,San Francisco,CA,64007_20180222,2018-02-22,Routine - Unscheduled
33865,20140912,103105,High Risk,Improper cooling methods,Nabe,1325 09th Ave,San Francisco,CA,33865_20170926,2017-09-26,Complaint
6734,20150407,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,"Chung Chou City, Inc #5",1230 Stockton St,San Francisco,CA,6734_20171108,2017-11-08,Routine - Unscheduled
60114,20160923,103139,Low Risk,Improper food storage,Farmers Market & Produce,986 Polk St,San Francisco,CA,60114_20170914,2017-09-14,Routine - Unscheduled
4923,20140617,103144,Low Risk,Unapproved or unmaintained equipment or utensils,TED'S MARKET,1530 HOWARD St,San Francisco,CA,4923_20190207,2019-02-07,Routine - Unscheduled
2972,20150427,103144,Low Risk,Unapproved or unmaintained equipment or utensils,PORTICO,98 01st St,San Francisco,CA,2972_20190322,2019-03-22,Routine - Unscheduled
59009,20160926,103133,Moderate Risk,Foods not protected from contamination,Woodhouse Fish Co.,1914 FILLMORE St,San Francisco,CA,59009_20180927,2018-09-27,Routine - Unscheduled
4171,20140312,103129,Moderate Risk,Insufficient hot water or running water,SOUTH BEACH YACHT CLUB,PIER 40,San Francisco,CA,4171_20190506,2019-05-06,Routine - Unscheduled
1598,20131021,103154,Low Risk,Unclean or degraded floors walls or ceilings,Cafe Bean,800 Sutter St,San Francisco,CA,1598_20170417,2017-04-17,Routine - Unscheduled
61861,20150513,103139,Low Risk,Improper food storage,SO,1010 BRYANT St,San Francisco,CA,61861_20170130,2017-01-30,Routine - Unscheduled
1199,20150310,103144,Low Risk,Unapproved or unmaintained equipment or utensils,PANCHO'S,3440 GEARY Blvd,San Francisco,CA,1199_20180117,2018-01-17,Routine - Unscheduled
33747,20141106,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Pier 23 Cafe Inc,Pier 23,San Francisco,CA,33747_20190228,2019-02-28,Routine - Unscheduled
85480,20160629,103138,Low Risk,Improper storage use or identification of toxic substances,Jimmy John's,120 Pine St,San Francisco,CA,85480_20190329,2019-03-29,Routine - Unscheduled
3038,20150415,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,TURK & LARKIN DELI,476 TURK St,San Francisco,CA,3038_20171023,2017-10-23,Routine - Unscheduled
5958,20140905,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,ST. THOMAS THE APOSTLE,3801 BALBOA St,San Francisco,CA,5958_20171020,2017-10-20,Routine - Unscheduled
37651,20141024,103144,Low Risk,Unapproved or unmaintained equipment or utensils,Jack In The Box #545,400 Geary St,San Francisco,CA,37651_20161114,2016-11-14,Routine - Unscheduled
2759,20151112,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,CASA MEXICANA,180 CHURCH,San Francisco,CA,2759_20180516,2018-05-16,Routine - Unscheduled
4732,20141211,103136,Low Risk,Unsanitary employee garments hair or nails,BREAD & BUTTER MARKET,888 O'FARRELL St,San Francisco,CA,4732_20171219,2017-12-19,Routine - Unscheduled
2684,20150113,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,ERIC'S RESTAURANT,1500 Church St,San Francisco,CA,2684_20180327,2018-03-27,Routine - Unscheduled
33222,20140610,103107,High Risk,Improper reheating of food,LADLE & LEAF,1 California St,San Francisco,CA,33222_20190425,2019-04-25,Routine - Unscheduled
35106,20150727,103138,Low Risk,Improper storage use or identification of toxic substances,New York Tobacco,29 Grove St,San Francisco,CA,35106_20170223,2017-02-23,Routine - Unscheduled
27949,20140618,103102,High Risk,Unclean hands or improper use of gloves,Shanghai House,3641 BALBOA ST,San Francisco,CA,27949_20180910,2018-09-10,Routine - Unscheduled
3834,20150420,103154,Low Risk,Unclean or degraded floors walls or ceilings,SAFEWAY #1507,2020 MARKET St,San Francisco,CA,3834_20170209,2017-02-09,Routine - Unscheduled
62990,20141113,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,Slice House by Tony Gemignani,1556 Stockton St,San Francisco,CA,62990_20180221,2018-02-21,Routine - Unscheduled
3481,20140711,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Trattoria Contadina Restaurant,1800 Mason St,San Francisco,CA,3481_20171205,2017-12-05,Routine - Unscheduled
34585,20140603,103133,Moderate Risk,Foods not protected from contamination,Hing Wang Bakery,339 JUDAH St,San Francisco,CA,34585_20190408,2019-04-08,Routine - Unscheduled
10030,20160902,103120,Moderate Risk,Moderate risk food holding temperature,Marshall Elementary School,1575 15th St,San Francisco,CA,10030_20190220,2019-02-20,Routine - Unscheduled
31,20160816,103145,Low Risk,Improper storage of equipment utensils or linens,Norman's Ice Cream and Freezes,2801 Leavenworth St,San Francisco,CA,31_20180615,2018-06-15,Routine - Unscheduled
5813,20160916,103153,Low Risk,Inadequate dressing rooms or improper storage of personal items,LICK MIDDLE SCHOOL,1220 Noe St,San Francisco,CA,5813_20180226,2018-02-26,Routine - Unscheduled
3727,20150213,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,ACE WASABI'S ROCK N ROLL SUSHI,3339 STEINER St,San Francisco,CA,3727_20180320,2018-03-20,Routine - Unscheduled
61976,20140529,103162,Low Risk,Other low risk violation,DELICA,1 Ferry Building  #45,San Francisco,CA,61976_20190311,2019-03-11,Routine - Unscheduled
33712,20150422,103154,Low Risk,Unclean or degraded floors walls or ceilings,"Snow Garden, LLC",712 Grant Ave,San Francisco,CA,33712_20180817,2018-08-17,Routine - Unscheduled
4797,20160908,103154,Low Risk,Unclean or degraded floors walls or ceilings,"Good Life Grocery, The",448 CORTLAND Ave,San Francisco,CA,4797_20170502,2017-05-02,Routine - Unscheduled
1792,20151106,103154,Low Risk,Unclean or degraded floors walls or ceilings,ATLAS CAFE,3049 20th St,San Francisco,CA,1792_20171106,2017-11-06,Routine - Unscheduled
3252,20160725,103116,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,LITTLE JOES PIZZA REST.,5006 MISSION St,San Francisco,CA,3252_20170504,2017-05-04,Routine - Unscheduled
7407,20151021,103154,Low Risk,Unclean or degraded floors walls or ceilings,TRADER JOE'S,555 09th St,San Francisco,CA,7407_20170728,2017-07-28,Complaint
3661,20160107,103157,Low Risk,Food safety certificate or food handler card not available,LA CUMBRE,515 VALENCIA St,San Francisco,CA,3661_20190605,2019-06-05,Routine - Unscheduled
62532,20160406,103120,Moderate Risk,Moderate risk food holding temperature,Pica Pica,401 VALENCIA St,San Francisco,CA,62532_20181211,2018-12-11,Routine - Unscheduled
4705,20140909,103119,Moderate Risk,Inadequate and inaccessible handwashing facilities,GINO'S GROCERY COMPANY,2500 FILLMORE St,San Francisco,CA,4705_20180205,2018-02-05,Routine - Unscheduled
61602,20140321,103132,Moderate Risk,Improper thawing methods,The Grove,690 Mission St,San Francisco,CA,61602_20170330,2017-03-30,Routine - Unscheduled
2544,20140910,103120,Moderate Risk,Moderate risk food holding temperature,EMPEROR PALACE RESTAURANT,0530 BALBOA St,San Francisco,CA,2544_20180705,2018-07-05,Routine - Unscheduled
3114,20140421,103154,Low Risk,Unclean or degraded floors walls or ceilings,Franciscan Crab Restaurant,Pier 43 1/2,San Francisco,CA,3114_20190822,2019-08-22,Routine - Unscheduled
507,20140825,103139,Low Risk,Improper food storage,Viking's Giant Sub,2906 Diamond St,San Francisco,CA,507_20170823,2017-08-23,Routine - Unscheduled
290,20141210,103102,High Risk,Unclean hands or improper use of gloves,BISTRO AIX,3340 STEINER St,San Francisco,CA,290_20180320,2018-03-20,Routine - Unscheduled
63095,20160714,103120,Moderate Risk,Moderate risk food holding temperature,AFC Sushi @ Safeway 1711,15 Marina Blvd,San Francisco,CA,63095_20180628,2018-06-28,Complaint
99,20150811,103149,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,J & M A-1 CAFE RESTAURANT LLC,779 Clay St,San Francisco,CA,99_20171207,2017-12-07,Routine - Unscheduled
4670,20160901,103154,Low Risk,Unclean or degraded floors walls or ceilings,SUNSET SUPER,2801 Vicente St,San Francisco,CA,4670_20171013,2017-10-13,Routine - Unscheduled
61493,20131108,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,A-1 Liquor & Grocery,4055 Irving St,San Francisco,CA,61493_20161108,2016-11-08,Routine - Unscheduled
1344,20141112,103120,Moderate Risk,Moderate risk food holding temperature,The Beanery Inc,1307 09th Ave,San Francisco,CA,1344_20170925,2017-09-25,Complaint
63773,20141010,103120,Moderate Risk,Moderate risk food holding temperature,Irish Times Bar and Grill,500 Sacramento St,San Francisco,CA,63773_20190311,2019-03-11,Routine - Unscheduled
29950,20150603,103124,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,Mrs. Fields Cookies,Pier 39  B-06,San Francisco,CA,29950_20161227,2016-12-27,Routine - Unscheduled
5316,20150408,103118,Moderate Risk,Employee eating or smoking,Nick's Lighthouse,Pier 45  Shed B Space 1A,San Francisco,CA,5316_20180918,2018-09-18,Routine - Unscheduled
36635,20150326,103139,Low Risk,Improper food storage,Big Slice Pizza,1535 Haight St,San Francisco,CA,36635_20181016,2018-10-16,Routine - Unscheduled
19138,20140919,103154,Low Risk,Unclean or degraded floors walls or ceilings,Pho Ha Tien,1900 OCEAN Ave,San Francisco,CA,19138_20180328,2018-03-28,Reinspection/Followup
34726,20160720,103118,Moderate Risk,Employee eating or smoking,Spruce,3640 SACRAMENTO St,San Francisco,CA,34726_20180130,2018-01-30,Routine - Unscheduled
64346,20140318,103154,Low Risk,Unclean or degraded floors walls or ceilings,Fillmore Bake Shop,1890 FILLMORE St,San Francisco,CA,64346_20180615,2018-06-15,Routine - Unscheduled
